,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
14923392_20200622_Feet_R_S_3,0.8578671271665381,0.8655535782304252,0.8728006278986007,0.8932850399375053,0.8964821921423459,0.9090056566403266,0.9146533948839193,0.932699921882365,0.9354727227579336,0.753441060895996,0.7875892361756919,0.8139095132632177,0.865803321014215,0.8792048699899995,0.8188783186389534,0.7446412568664555,0.6646684180843101,0.5918345723077539
23839779_20200420_Feet_L_S_0,0.9071385808557484,0.9202562042092989,0.9229207055842955,0.9255640804797443,0.9213934941930546,0.9243486104197131,0.9291817533704801,0.9333069982322391,0.9378890994371216,0.8549095767957017,0.899048788637856,0.9445519047504339,0.9602198807022171,0.943260293379789,0.9042285101864663,0.8702067911200194,0.8094020203717073,0.7490533352400794
23839779_20200420_Feet_L_S_1,0.8989682513683678,0.9001971252972999,0.901167678774348,0.9033454627659055,0.902927748702099,0.89937719844438,0.9025952559411162,0.9137577790602325,0.9173355055530682,0.8591247368061223,0.9193906184048195,0.8991011141810503,0.8950224763790611,0.8904805062649106,0.8741200830809392,0.8366251973480431,0.7852192083872582,0.7174316423681669
23839779_20200420_Feet_L_S_2,0.9406933281430614,0.9450545534392082,0.9585244437992544,0.9711058361037326,0.9758375466929478,0.9835042972291395,0.9879940319778239,0.9897206273936636,0.9924544963733108,0.8586993724016919,0.9113521230013921,0.9696424279058119,0.9678300555528461,0.9435996909683664,0.8882044653271877,0.8502100251995091,0.8028784344528653,0.7505479024138716
23839779_20200420_Feet_L_S_3,0.9464646493188024,0.9502637767818458,0.9489233756695967,0.9471516261560491,0.9486684164899134,0.9583080149030538,0.9606751950769035,0.9596803632613211,0.9508116248603672,0.8316198321313418,0.8809178481213399,0.9020642873707011,0.9237729253295983,0.9365419036107491,0.9107822357321748,0.8736867703189912,0.8175293553527972,0.76701332696067
23839779_20200420_Feet_R_S_0,0.7517288599421827,0.769858705562138,0.7845680933691744,0.787904204412817,0.7974977811529047,0.7869032602278856,0.8053600253260381,0.8163698563902262,0.8195939353010939,0.7352647997335074,0.7814411477515927,0.8206580036393866,0.835952016319693,0.8545015998815633,0.8207826923882726,0.7973869388781364,0.7495574351543864,0.7023256827733889
23839779_20200420_Feet_R_S_1,0.8112465843257254,0.8146318956156885,0.8166355784565558,0.8312459653562821,0.8334449917621599,0.8528703246668775,0.8565722273987709,0.8597070599607345,0.869498905415745,0.7368718774047325,0.778409445064545,0.8724610351388101,0.8943586089140841,0.8871441029119703,0.8597002385237998,0.7627753586704471,0.695047279463172,0.5945683676798418
23839779_20200420_Feet_R_S_2,0.8153094104258115,0.7902991225512721,0.8219281021157798,0.8257710556738195,0.8252500221617178,0.8384639847140916,0.8384639847140916,0.859999382707601,0.8317196614479565,0.6316404022454356,0.659921071018105,0.673033890832148,0.7020342513781782,0.7306912128269205,0.7869947966930035,0.75933845981759,0.676071421752253,0.5321940603864717
23839779_20200420_Feet_R_S_3,0.8366889644095693,0.838691788583578,0.8419866275280377,0.838871053300551,0.8515907788623349,0.8618220390140668,0.8607502616853039,0.8612135445039175,0.8680776581162225,0.7150017082206418,0.7229543527189585,0.7604048389234079,0.8176379279371598,0.8139113312886945,0.7793167898594797,0.6853086083970518,0.581718238076854,0.47798250776794154
24918068_20200413_Feet_L_S_0,0.8288100667561542,0.824038735274275,0.833877077525574,0.8554413625862548,0.840657112252454,0.8560125612099132,0.8577273009079198,0.866183060107667,0.8628818144452192,0.8126554569774952,0.8372421411570408,0.8289352624093302,0.8946284759148091,0.8868841168469705,0.8520181742389126,0.8002505823806645,0.7693457819542441,0.7154857372655611
24918068_20200413_Feet_L_S_1,0.9183875568605759,0.9192465557711726,0.917114448424361,0.9232773111344468,0.937466956269187,0.9407777214166948,0.9471294289912892,0.9471454623525991,0.9470425181939887,0.792577372365148,0.8389858229491322,0.9067347038034027,0.9409557874162574,0.9395431966399879,0.9326329132290495,0.8850757594482418,0.8423624054260038,0.7962064137127021
24918068_20200413_Feet_L_S_2,0.9300904562901418,0.9317483414232449,0.9401039991803944,0.9442500212872635,0.9523124071949444,0.9540200786318391,0.9543549920359778,0.9521395803346071,0.9583030924909428,0.8515059908891509,0.8966879079914669,0.9472829143591629,0.9235241987381025,0.9104017933648746,0.8635851251132604,0.8241603056942719,0.7779812581968927,0.7291474262523501
24918068_20200413_Feet_L_S_3,0.9147070544271264,0.9246200258667953,0.9416718491071442,0.9494037474361271,0.9569775478027652,0.9613906986334599,0.9606030441723306,0.9669752602794783,0.9607914880330174,0.8548684109686725,0.9426742082434767,0.9665950698065826,0.9241495918875134,0.8914341732313292,0.8649079894359939,0.8154971379449821,0.7753614916688111,0.7118816832893595
24918068_20200413_Feet_R_S_0,0.8878759081700034,0.896809430696443,0.9113292925381281,0.907969160455988,0.9250514439900451,0.8831575434981309,0.9137027158385456,0.9294530499261355,0.9067284486931785,0.8372940455564959,0.8720698498196449,0.8949431234940814,0.9049162529154996,0.9002269301146496,0.8317602964001921,0.7724811403484131,0.7364890507773236,0.6658173538314032
24918068_20200413_Feet_R_S_1,0.8712507020180684,0.8699759372418616,0.8757356875692628,0.8737097870016474,0.8693677630178177,0.862212940034527,0.8762944922702064,0.8822072298067433,0.8748832413108295,0.7570630774459632,0.7740742881004136,0.8103128456009118,0.8240540743845752,0.8532502466779067,0.8761340098091405,0.8293053566124363,0.7831784860105564,0.7250548822007438
24918068_20200413_Feet_R_S_2,0.8726441251341609,0.8709236281064071,0.8775019326547092,0.8929939825319949,0.8906619971858137,0.9059077125693885,0.9051779455679742,0.918445152953786,0.9189922025718275,0.8479084986162706,0.8455233750216538,0.8642534492976695,0.9014568839036469,0.9255859418460406,0.8698857869577562,0.8244567054066861,0.7731555926386151,0.6980388165798521
24918068_20200413_Feet_R_S_3,0.8894387666025466,0.8919124092091325,0.9206733031390103,0.912893996089158,0.9115891330022534,0.9207888944345878,0.9173997116578295,0.9224828908023057,0.9271431428181927,0.7922397265732251,0.8138879156784428,0.8411901433833555,0.8702926201208473,0.8598179628154587,0.8562291482705101,0.8008966549211245,0.7663153832735754,0.6935273561251395
27342472_20200310_Feet_L_S_0,0.8709609744659924,0.8790084445392156,0.8819423083536734,0.8949636172425112,0.9061110660779017,0.9023671910489001,0.8866526409876323,0.902324535745705,0.9106132522468039,0.8763720942250343,0.8979340463398472,0.948844635017504,0.9107390115526589,0.9128842696895997,0.8835365942144976,0.8616281387263501,0.8422108878105481,0.8142676487023532
27342472_20200310_Feet_L_S_1,0.8684802193644681,0.8979620752473894,0.8919451775678331,0.9009381367533942,0.8931014000001843,0.9091025992851013,0.8950095059623363,0.8857022245969234,0.8788082880902408,0.7966199259859414,0.8151552839539409,0.839696420222597,0.8461427525417463,0.8532253763029398,0.8237571971644265,0.8098034669699725,0.8086115354797645,0.7823893088415315
