,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
23839779_20200420_Feet_R_S_0,0.7053201082724329,0.7053201082724329,0.8926707620322979,0.7053201082724329,0.8342542722323035,0.8342542722323035,0.8926707620322979,0.8342542722323035,0.8342542722323035,0.7149003481158336,0.8415032395266691,0.8415032395266691,0.8415032395266691,0.8342542722323035,0.8342542722323035,0.7682896824370311,0.6928160790735491,0.6928160790735491
23839779_20200420_Feet_R_S_1,0.6832110641092218,0.8055873510191139,0.6832110641092218,0.8055873510191139,0.8055873510191139,0.8055873510191139,0.8055873510191139,0.8055873510191139,0.8055873510191139,0.7719268339099283,0.7719268339099283,0.8306419577576009,0.797350719916605,0.8646890030132337,0.8055873510191139,0.6832110641092218,0.6832110641092218,0.5230834709586228
23839779_20200420_Feet_R_S_2,0.8300691157944693,0.8300691157944693,0.8305912698252438,0.8305912698252438,0.8305912698252438,0.8300691157944693,0.8305912698252438,0.8300691157944693,0.8300691157944693,0.6456129195835069,0.6544084489724293,0.6544084489724293,0.7145037836215085,0.7551326155730281,0.8305912698252438,0.7366092942561019,0.6884069865441373,0.5270615990728552
23839779_20200420_Feet_R_S_3,0.8633464936463581,0.8633464936463581,0.8633464936463581,0.8633464936463581,0.8633464936463581,0.8633464936463581,0.8633464936463581,0.8633464936463581,0.8480118879189514,0.7539891673364696,0.725836084505235,0.7525847479554099,0.798396686413081,0.7752046861222509,0.6861660479233433,0.6861660479233433,0.5253458804413098,0.5253458804413098
24918068_20200413_Feet_L_S_0,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8280358345751768,0.85641605775625,0.9188570562144915,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.8578702733293756,0.7208493268948224,0.7208493268948224
24918068_20200413_Feet_L_S_1,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.7736696465700053,0.8972736729450947,0.8972736729450947,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.9496222073700572,0.7979464381373398,0.7979464381373398
24918068_20200413_Feet_L_S_2,0.9067839268672608,0.8827358826799286,0.9067839268672608,0.8827358826799286,0.8827358826799286,0.9067839268672608,0.9067839268672608,0.8827358826799286,0.8827358826799286,0.8720220321744939,0.9159548619820178,0.9067839268672608,0.9067839268672608,0.8827358826799286,0.8827358826799286,0.7816720682192339,0.7816720682192339,0.7816720682192339
24918068_20200413_Feet_L_S_3,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9327987053532933,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.9104533153762092,0.7650336886147313,0.7650336886147313,0.7650336886147313
24918068_20200413_Feet_R_S_0,0.8827662945712033,0.8923237012440052,0.8923237012440052,0.8827662945712033,0.8923237012440052,0.8923237012440052,0.8257804737176883,0.8923237012440052,0.8827662945712033,0.8275785011592831,0.7790933672837385,0.8827662945712033,0.8827662945712033,0.8923237012440052,0.8827662945712033,0.7391475872532527,0.5987095456751347,0.7004173626562026
24918068_20200413_Feet_R_S_1,0.8340893880470316,0.8340893880470316,0.8539514533756369,0.8539514533756369,0.8539514533756369,0.8340893880470316,0.8829751455244863,0.8586178536034683,0.8586178536034683,0.7273782929464028,0.7382288559670954,0.7382288559670954,0.8586178536034683,0.8340893880470316,0.8539514533756369,0.8167846890250493,0.8167846890250493,0.7217311011778007
24918068_20200413_Feet_R_S_2,0.8474911159288973,0.8474911159288973,0.8474911159288973,0.8474911159288973,0.8474911159288973,0.8474911159288973,0.8474911159288973,0.8474911159288973,0.8474911159288973,0.8560674803811865,0.8560674803811865,0.8560674803811865,0.8560674803811865,0.8560674803811865,0.8474911159288973,0.7015421426547342,0.7666219213091975,0.7015421426547342
24918068_20200413_Feet_R_S_3,0.8259442672672729,0.8573354938080024,0.8267787678441595,0.8573354938080024,0.8573354938080024,0.8573354938080024,0.9039523305491314,0.8573354938080024,0.9039523305491314,0.7881425591718304,0.8367201337658653,0.8367201337658653,0.8367201337658653,0.8259442672672729,0.8573354938080024,0.7470680417761416,0.7470680417761416,0.7470067323411376
27342472_20200310_Feet_L_S_0,0.8717063581371823,0.8835024665017538,0.8717063581371823,0.8717063581371823,0.9599665161848105,0.8717063581371823,0.9599665161848105,0.8835024665017538,0.8553578710038459,0.8842185028638044,0.8824606558097696,0.9599665161848105,0.8717063581371823,0.8717063581371823,0.8409940794300111,0.833529105963634,0.833529105963634,0.833529105963634
27342472_20200310_Feet_L_S_1,0.9219617242081852,0.9219617242081852,0.9219617242081852,0.9219617242081852,0.9219617242081852,0.9219617242081852,0.9219617242081852,0.9721921002006296,0.8351429482717253,0.8422061964214336,0.8422061964214336,0.8351429482717253,0.8351429482717253,0.8720008440975889,0.783249862417231,0.8720008440975889,0.7986570074060495,0.844264196767303
27342472_20200310_Feet_L_S_2,0.9370246896771233,0.9370246896771233,0.9370246896771233,0.8711748399361734,0.8711748399361734,0.8711748399361734,0.8711748399361734,0.9122700421715101,0.8678372043659143,0.7946885700694045,0.7946885700694045,0.8711748399361734,0.9122700421715101,0.9331174806756606,0.8731127351442133,0.8731127351442133,0.8053469297338772,0.8053469297338772
27342472_20200310_Feet_L_S_3,0.9241883388340313,0.9241883388340313,0.9241883388340313,0.9241883388340313,0.9241883388340313,0.9241883388340313,0.9241883388340313,0.9206869919504134,0.9206869919504134,0.9172481343748438,0.9365233847092551,0.9365233847092551,0.9365233847092551,0.9365233847092551,0.9365233847092551,0.9241883388340313,0.797984422474158,0.797984422474158
27342472_20200310_Feet_R_S_0,0.8981831350092893,0.9596705150322703,0.8981831350092893,0.8981831350092893,0.8981831350092893,0.8981831350092893,0.8981831350092893,0.8981831350092893,0.8878786964591775,0.6668955542293378,0.6668955542293378,0.8981831350092893,0.9168160294264802,0.9168160294264802,0.8271157818631042,0.6664378576612988,0.6664378576612988,0.6664378576612988
27342472_20200310_Feet_R_S_1,0.8983943668622036,0.8983943668622036,0.8071416832278504,0.9371686290795344,0.9371686290795344,0.9371686290795344,0.9371686290795344,0.8141276111063434,0.9371686290795344,0.4947097408866698,0.8141276111063434,0.49454948025229173,0.49302902213757693,0.9211700155207477,0.8892410889732378,0.8983943668622036,0.4778786132567866,0.8983943668622036
27342472_20200310_Feet_R_S_2,0.8741158711086213,0.8741158711086213,0.8741158711086213,0.8741158711086213,0.9123809417135197,0.9211357138741775,0.9211357138741775,0.9211357138741775,0.9211357138741775,0.9211357138741775,0.9123617918986576,0.9123617918986576,0.9123617918986576,0.8741158711086213,0.7772756181058739,0.7772756181058739,0.7772756181058739,0.6423765438891519
27342472_20200310_Feet_R_S_3,0.9694174872838514,0.9694174872838514,0.9694174872838514,0.9694174872838514,0.9694174872838514,0.9694174872838514,0.9694174872838514,0.9694174872838514,0.8623094631307763,0.7558557804001111,0.8150700623082062,0.9694174872838514,0.9324593587249285,0.8467223729654048,0.8467223729654048,0.8467223729654048,0.8467223729654048,0.7114819939500971
28515479_20200629_Feet_L_S_0,0.8685507563747571,0.8685507563747571,0.9188489225764315,0.9188489225764315,0.9188489225764315,0.9188489225764315,0.8685507563747571,0.9188489225764315,0.9188489225764315,0.8523815391656632,0.8523815391656632,0.966765170680252,0.966765170680252,0.966765170680252,0.966765170680252,0.8113583913593687,0.8113583913593687,0.6572002970010886
