Filename,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
05571583_2020023_Feet_L_S_0,0.8106769383863619,0.8343278343471066,0.8120805989866584,0.8067357534950474,0.8294989921051011,0.8164433105798361,0.8167295331268456,0.7986829942555901,0.8414647336208695,0.6055882471778707,0.6814642723914799,0.7325879287280528,0.752990057581417,0.7801970662446016,0.8314044673363834,0.8069762286655657,0.7830552692926944,0.7583851156451799
05571583_2020023_Feet_L_S_1,0.8308892064389174,0.8497991785034402,0.8432077576553986,0.8987319120865173,0.8568183796017027,0.8480635981432992,0.913445672944547,0.8509748950814673,0.831478523485616,0.6965278107531545,0.7068048144625209,0.8388737484789525,0.8577822908959524,0.8339567364389054,0.8319751814393802,0.8145398929994105,0.8279991611933505,0.8031165450942689
05571583_2020023_Feet_L_S_2,0.829768283184528,0.829768283184528,0.8372908502697956,0.8287270685118534,0.8371926985531897,0.8687343231754941,0.8392658124180419,0.8268433355593166,0.8304314552940272,0.7321259195185523,0.8205969013809783,0.8972166057968093,0.8352246379928873,0.8988919242532044,0.884672436913262,0.863862879872527,0.8278261673207195,0.7305404407603882
05571583_2020023_Feet_L_S_3,0.826774995323906,0.88561990462471,0.8559679230897843,0.8995942595450017,0.9301316430396213,0.9481215854218452,0.907375713120301,0.9264232048064371,0.937218636172519,0.6724539556124784,0.7292290531440812,0.8344023449201611,0.9048968833949087,0.8398545593984269,0.8497835225601067,0.8652068973350021,0.8239088646701819,0.845102367708999
05571583_2020023_Feet_R_S_0,0.6580780438680441,0.7089322763062157,0.7329338075412194,0.7410865150471466,0.7627751209917042,0.7766134478093331,0.7692881016151347,0.7764349867970506,0.8433494854948804,0.672984657873052,0.6972453523823534,0.6877780963581887,0.7625439160169304,0.8808594406440292,0.8824652195367493,0.8909983763383265,0.8191560205791328,0.8385785160404094
05571583_2020023_Feet_R_S_1,0.7759756210329399,0.817126712686832,0.8629260763717785,0.833197544381933,0.8254464144094582,0.8768028464764495,0.8924998519205489,0.9157888874827469,0.9157888874827469,0.7854417806770139,0.8210508931857825,0.8506747643465729,0.8788503380035764,0.9417935793675886,0.8174834320685297,0.7387147274130172,0.7737381105692112,0.681827554498663
05571583_2020023_Feet_R_S_2,0.9818968566483317,0.9342656539179713,0.9382980960053275,0.8675312871654939,0.9382980960053275,0.8009968972030819,0.794770704617615,0.8012837114933626,0.8522440348630702,0.8450654540734789,0.8278177125995678,0.8759043003414768,0.8686454382697762,0.8606365873378181,0.8037290024286283,0.7560127047768707,0.7269352930546835,0.6671555554258336
05571583_2020023_Feet_R_S_3,0.7757996403438001,0.760647680088607,0.7698399593949058,0.7725503034190266,0.804970970398351,0.8860088093488158,0.8853637827040307,0.8575581277362838,0.8538446955101666,0.7311456867742824,0.7613143943202556,0.8279425711658368,0.8844787400613833,0.9103482951101407,0.8324996599723483,0.7803321252817623,0.742125471645073,0.6349034070573122
05723258_20200601_Feet_L_S_0,0.8186461743953265,0.8490907565747428,0.8485076918080917,0.8607813223613358,0.8344140472633369,0.8490907565747428,0.8461585846549282,0.8490907565747428,0.8592411666086515,0.7360542484309105,0.7743605306004079,0.8495340554174641,0.7860062447858758,0.8204907669184838,0.8577953411310104,0.8391253245633394,0.7189701044836554,0.6082098451442813
05723258_20200601_Feet_L_S_1,0.8990903253346049,0.8744188148095924,0.8508333009071718,0.8166024904573813,0.8624499964814728,0.8637313087820246,0.8372526074389502,0.8425504724617169,0.8118159904494823,0.7906305151121871,0.8556213797189994,0.8930011549603603,0.8857926281587233,0.9127268669967937,0.813530560300251,0.8607460934865239,0.7261682057568438,0.7314539230939877
