Method,Noise_pct,Outlier_pct,Q,Jaccard
RCD,5,20,3,0.9702
RCD,5,20,6,0.9725
RCD,5,20,12,0.9126
RCD,5,20,24,0.7857
RCD,5,20,40,0.5992
RCD,5,30,0,0.9536
RCD,5,30,1,0.9536
RCD,5,30,2,0.9591
RCD,5,30,3,0.9695
RCD,5,30,6,0.9684
RCD,5,30,12,0.9005
RCD,5,30,24,0.7671
RCD,5,30,40,0.5317
RCD,5,40,0,0.9514
RCD,5,40,1,0.9527
RCD,5,40,2,0.9608
RCD,5,40,3,0.9651
RCD,5,40,6,0.9637
RCD,5,40,12,0.9029
RCD,5,40,24,0.7239
RCD,5,40,40,0.5202
RCD,5,50,0,0.95
RCD,5,50,1,0.9493
RCD,5,50,2,0.9537
RCD,5,50,3,0.9616
RCD,5,50,6,0.9608
RCD,5,50,12,0.8889
RCD,5,50,24,0.6605
RCD,5,50,40,0.4769
RCD,5,60,0,0.9379
RCD,5,60,1,0.9381
RCD,5,60,2,0.9518
RCD,5,60,3,0.9587
RCD,5,60,6,0.9561
RCD,5,60,12,0.8709
RCD,5,60,24,0.5527
RCD,5,60,40,0.4608
RCD,5,70,0,0.8437
RCD,5,70,1,0.8042
RCD,5,70,2,0.9056
RCD,5,70,3,0.9389
RCD,5,70,6,0.9078
RCD,5,70,12,0.6359
RCD,5,70,24,0.4602
RCD,5,70,40,0.4377
RCD,10,0,0,0.9092
RCD,10,0,1,0.9007
RCD,10,0,2,0.9192
RCD,10,0,3,0.9332
RCD,10,0,6,0.9403
RCD,10,0,12,0.9408
RCD,10,0,24,0.8699
RCD,10,0,40,0.7591
RCD,10,10,0,0.9056
RCD,10,10,1,0.9093
RCD,10,10,2,0.9168
RCD,10,10,3,0.9244
RCD,10,10,6,0.9398
RCD,10,10,12,0.9409
RCD,10,10,24,0.8289
RCD,10,10,40,0.6942
RCD,10,20,0,0.9032
RCD,10,20,1,0.9046
RCD,10,20,2,0.9145
RCD,10,20,3,0.9219
RCD,10,20,6,0.9367
RCD,10,20,12,0.9406
RCD,10,20,24,0.8023
RCD,10,20,40,0.6062
RCD,10,30,0,0.9001
RCD,10,30,1,0.8987
RCD,10,30,2,0.9154
RCD,10,30,3,0.9174
RCD,10,30,6,0.9379
RCD,10,30,12,0.9296
RCD,10,30,24,0.8016
RCD,10,30,40,0.5571
RCD,10,40,0,0.8913
RCD,10,40,1,0.8943
RCD,10,40,2,0.8926
RCD,10,40,3,0.9152
RCD,10,40,6,0.936
RCD,10,40,12,0.928
RCD,10,40,24,0.7494
RCD,10,40,40,0.5131
RCD,10,50,0,0.8475
RCD,10,50,1,0.8518
RCD,10,50,2,0.8844
RCD,10,50,3,0.8996
RCD,10,50,6,0.9288
RCD,10,50,12,0.9094
RCD,10,50,24,0.6435
RCD,10,50,40,0.481
RCD,10,60,0,0.6965
RCD,10,60,1,0.67
RCD,10,60,2,0.7441
RCD,10,60,3,0.8232
RCD,10,60,6,0.8691
RCD,10,60,12,0.7716
RCD,10,60,24,0.4615
RCD,10,60,40,0.4462
RCD,10,70,0,0.4582
RCD,10,70,1,0.4528
RCD,10,70,2,0.4521
RCD,10,70,3,0.5217
RCD,10,70,6,0.5283
RCD,10,70,12,0.4191
RCD,10,70,24,0.4036
RCD,10,70,40,0.4141
RFCA,0,0,0,0.9996
RFCA,0,0,1,0.9988
RFCA,0,0,2,0.9981
RFCA,0,0,3,0.9974
RFCA,0,0,6,0.996
RFCA,0,0,12,0.9953
RFCA,0,0,24,0.9846
RFCA,0,0,40,0.9004
RFCA,0,10,0,0.9997
RFCA,0,10,1,0.9987
RFCA,0,10,2,0.9976
RFCA,0,10,3,0.9962
RFCA,0,10,6,0.9924
RFCA,0,10,12,0.9853
RFCA,0,10,24,0.9654
RFCA,0,10,40,0.8713
RFCA,0,20,0,0.9997
RFCA,0,20,1,0.998
RFCA,0,20,2,0.9966
RFCA,0,20,3,0.9939
RFCA,0,20,6,0.9887
RFCA,0,20,12,0.974
RFCA,0,20,24,0.9375
RFCA,0,20,40,0.754
RFCA,0,30,0,0.9998
RFCA,0,30,1,0.9976
RFCA,0,30,2,0.995
RFCA,0,30,3,0.9912
RFCA,0,30,6,0.984
RFCA,0,30,12,0.9615
RFCA,0,30,24,0.873
RFCA,0,30,40,0.658
RFCA,0,40,0,0.9998
RFCA,0,40,1,0.9964
RFCA,0,40,2,0.9899
RFCA,0,40,3,0.9878
RFCA,0,40,6,0.9737
RFCA,0,40,12,0.9324
RFCA,0,40,24,0.7678
RFCA,0,40,40,0.581
RFCA,0,50,0,0.9906
RFCA,0,50,1,0.9729
RFCA,0,50,2,0.9536
RFCA,0,50,3,0.9437
RFCA,0,50,6,0.8957
RFCA,0,50,12,0.8125
RFCA,0,50,24,0.6679
RFCA,0,50,40,0.5314
RFCA,0,60,0,0.8455
RFCA,0,60,1,0.8375
RFCA,0,60,2,0.803
RFCA,0,60,3,0.7941
RFCA,0,60,6,0.7318
RFCA,0,60,12,0.6773
RFCA,0,60,24,0.5925
RFCA,0,60,40,0.4981
RFCA,0,70,0,0.6458
RFCA,0,70,1,0.6281
RFCA,0,70,2,0.6187
RFCA,0,70,3,0.6155
RFCA,0,70,6,0.6054
RFCA,0,70,12,0.5721
RFCA,0,70,24,0.5252
RFCA,0,70,40,0.4664
RFCA,1,0,0,0.9964
RFCA,1,0,1,0.9967
RFCA,1,0,2,0.9968
RFCA,1,0,3,0.9958
RFCA,1,0,6,0.9956
RFCA,1,0,12,0.9946
RFCA,1,0,24,0.9885
RFCA,1,0,40,0.9014
RFCA,1,10,0,0.996
RFCA,1,10,1,0.9958
RFCA,1,10,2,0.9957
RFCA,1,10,3,0.9948
RFCA,1,10,6,0.9926
RFCA,1,10,12,0.987
RFCA,1,10,24,0.9652
RFCA,1,10,40,0.8725
RFCA,1,20,0,0.9942
RFCA,1,20,1,0.9944
RFCA,1,20,2,0.9945
RFCA,1,20,3,0.9921
RFCA,1,20,6,0.988
RFCA,1,20,12,0.9736
RFCA,1,20,24,0.9323
RFCA,1,20,40,0.7536
RFCA,1,30,0,0.9919
RFCA,1,30,1,0.9922
RFCA,1,30,2,0.9911
RFCA,1,30,3,0.9889
RFCA,1,30,6,0.9831
RFCA,1,30,12,0.9602
RFCA,1,30,24,0.884
RFCA,1,30,40,0.6657
RFCA,1,40,0,0.9876
RFCA,1,40,1,0.9873
RFCA,1,40,2,0.985
RFCA,1,40,3,0.9836
RFCA,1,40,6,0.9672
RFCA,1,40,12,0.9127
RFCA,1,40,24,0.7567
RFCA,1,40,40,0.5784
RFCA,1,50,0,0.9552
RFCA,1,50,1,0.9613
RFCA,1,50,2,0.9463
RFCA,1,50,3,0.9295
RFCA,1,50,6,0.8896
RFCA,1,50,12,0.8134
RFCA,1,50,24,0.6641
RFCA,1,50,40,0.523
RFCA,1,60,0,0.7893
RFCA,1,60,1,0.7815
RFCA,1,60,2,0.767
RFCA,1,60,3,0.7508
RFCA,1,60,6,0.7207
RFCA,1,60,12,0.6597
RFCA,1,60,24,0.5844
RFCA,1,60,40,0.4817
RFCA,1,70,0,0.5989
RFCA,1,70,1,0.6176
RFCA,1,70,2,0.6135
RFCA,1,70,3,0.6135
RFCA,1,70,6,0.5763
RFCA,1,70,12,0.5651
RFCA,1,70,24,0.5088
RFCA,1,70,40,0.4599
RFCA,2,0,0,0.9932
RFCA,2,0,1,0.9931
RFCA,2,0,2,0.9932
RFCA,2,0,3,0.9932
RFCA,2,0,6,0.9942
RFCA,2,0,12,0.9948
RFCA,2,0,24,0.987
RFCA,2,0,40,0.9016
RFCA,2,10,0,0.9914
RFCA,2,10,1,0.9915
RFCA,2,10,2,0.9919
RFCA,2,10,3,0.9906
RFCA,2,10,6,0.9902
RFCA,2,10,12,0.9862
RFCA,2,10,24,0.9646
RFCA,2,10,40,0.8694
RFCA,2,20,0,0.9883
RFCA,2,20,1,0.989
RFCA,2,20,2,0.9887
RFCA,2,20,3,0.9869
RFCA,2,20,6,0.9871
RFCA,2,20,12,0.9733
RFCA,2,20,24,0.9254
RFCA,2,20,40,0.7631
RFCA,2,30,0,0.9832
RFCA,2,30,1,0.9836
RFCA,2,30,2,0.9829
RFCA,2,30,3,0.9817
RFCA,2,30,6,0.9785
RFCA,2,30,12,0.958
RFCA,2,30,24,0.8677
RFCA,2,30,40,0.6464
RFCA,2,40,0,0.9761
RFCA,2,40,1,0.9744
RFCA,2,40,2,0.9737
RFCA,2,40,3,0.9718
RFCA,2,40,6,0.9619
RFCA,2,40,12,0.9156
RFCA,2,40,24,0.747
RFCA,2,40,40,0.5833
RFCA,2,50,0,0.939
RFCA,2,50,1,0.9276
RFCA,2,50,2,0.926
RFCA,2,50,3,0.9154
RFCA,2,50,6,0.8958
RFCA,2,50,12,0.7777
RFCA,2,50,24,0.6683
RFCA,2,50,40,0.5174
RFCA,2,60,0,0.7423
RFCA,2,60,1,0.7941
RFCA,2,60,2,0.7406
RFCA,2,60,3,0.7447
RFCA,2,60,6,0.7085
RFCA,2,60,12,0.6506
RFCA,2,60,24,0.5591
RFCA,2,60,40,0.4777
RFCA,2,70,0,0.5893
RFCA,2,70,1,0.5821
RFCA,2,70,2,0.5845
RFCA,2,70,3,0.5926
RFCA,2,70,6,0.5658
RFCA,2,70,12,0.5512
RFCA,2,70,24,0.5058
RFCA,2,70,40,0.4467
RFCA,5,0,0,0.983
RFCA,5,0,1,0.9822
RFCA,5,0,2,0.9833
RFCA,5,0,3,0.9836
RFCA,5,0,6,0.9841
RFCA,5,0,12,0.9898
RFCA,5,0,24,0.9877
RFCA,5,0,40,0.9136
RFCA,5,10,0,0.9784
RFCA,5,10,1,0.979
RFCA,5,10,2,0.9803
RFCA,5,10,3,0.979
RFCA,5,10,6,0.9803
RFCA,5,10,12,0.9798
RFCA,5,10,24,0.9631
RFCA,5,10,40,0.8767
RFCA,5,20,0,0.9725
RFCA,5,20,1,0.9699
RFCA,5,20,2,0.9714
RFCA,5,20,3,0.9723
RFCA,5,20,6,0.9729
RFCA,5,20,12,0.9649
RFCA,5,20,24,0.927
RFCA,5,20,40,0.7572
RFCA,5,30,0,0.9583
RFCA,5,30,1,0.9587
RFCA,5,30,2,0.9589
RFCA,5,30,3,0.9584
RFCA,5,30,6,0.9532
RFCA,5,30,12,0.94
RFCA,5,30,24,0.8549
RFCA,5,30,40,0.6576
RFCA,5,40,0,0.9338
RFCA,5,40,1,0.9333
RFCA,5,40,2,0.933
RFCA,5,40,3,0.9333
RFCA,5,40,6,0.9257
RFCA,5,40,12,0.8852
RFCA,5,40,24,0.7416
RFCA,5,40,40,0.5808
RFCA,5,50,0,0.8464
RFCA,5,50,1,0.8423
RFCA,5,50,2,0.8383
RFCA,5,50,3,0.8373
RFCA,5,50,6,0.8218
RFCA,5,50,12,0.757
RFCA,5,50,24,0.6253
RFCA,5,50,40,0.5181
RFCA,5,60,0,0.6404
RFCA,5,60,1,0.6525
RFCA,5,60,2,0.6637
RFCA,5,60,3,0.6542
RFCA,5,60,6,0.633
RFCA,5,60,12,0.61
RFCA,5,60,24,0.5345
RFCA,5,60,40,0.4729
RFCA,5,70,0,0.522
RFCA,5,70,1,0.5239
RFCA,5,70,2,0.5181
RFCA,5,70,3,0.5231
RFCA,5,70,6,0.5241
RFCA,5,70,12,0.5187
RFCA,5,70,24,0.4745
RFCA,5,70,40,0.4424
RFCA,10,0,0,0.9656
RFCA,10,0,1,0.9652
RFCA,10,0,2,0.9672
RFCA,10,0,3,0.9689
RFCA,10,0,6,0.9679
RFCA,10,0,12,0.9716
RFCA,10,0,24,0.9841
RFCA,10,0,40,0.9346
RFCA,10,10,0,0.9591
RFCA,10,10,1,0.9587
RFCA,10,10,2,0.9577
RFCA,10,10,3,0.9572
RFCA,10,10,6,0.9576
RFCA,10,10,12,0.9615
RFCA,10,10,24,0.9528
RFCA,10,10,40,0.8875
RFCA,10,20,0,0.94
RFCA,10,20,1,0.9404
RFCA,10,20,2,0.9444
RFCA,10,20,3,0.9442
RFCA,10,20,6,0.9374
RFCA,10,20,12,0.9336
RFCA,10,20,24,0.893
RFCA,10,20,40,0.7834
RFCA,10,30,0,0.9134
RFCA,10,30,1,0.9116
RFCA,10,30,2,0.9132
RFCA,10,30,3,0.9105
RFCA,10,30,6,0.908
RFCA,10,30,12,0.8921
RFCA,10,30,24,0.8257
RFCA,10,30,40,0.6482
RFCA,10,40,0,0.8596
RFCA,10,40,1,0.8725
RFCA,10,40,2,0.8577
RFCA,10,40,3,0.8617
RFCA,10,40,6,0.8521
RFCA,10,40,12,0.8246
RFCA,10,40,24,0.7056
RFCA,10,40,40,0.5543
RFCA,10,50,0,0.7073
RFCA,10,50,1,0.6943
RFCA,10,50,2,0.7029
RFCA,10,50,3,0.6994
RFCA,10,50,6,0.6789
RFCA,10,50,12,0.6519
RFCA,10,50,24,0.5883
RFCA,10,50,40,0.4929
RFCA,10,60,0,0.5388
RFCA,10,60,1,0.5406
RFCA,10,60,2,0.5364
RFCA,10,60,3,0.5293
RFCA,10,60,6,0.5398
RFCA,10,60,12,0.5235
RFCA,10,60,24,0.4924
RFCA,10,60,40,0.4422
RFCA,10,70,0,0.4362
RFCA,10,70,1,0.4426
RFCA,10,70,2,0.4454
RFCA,10,70,3,0.4387
RFCA,10,70,6,0.4398
RFCA,10,70,12,0.4352
RFCA,10,70,24,0.4171
RFCA,10,70,40,0.394
Nurunnabi,0,0,0,1.0
Nurunnabi,0,0,1,0.9992
Nurunnabi,0,0,2,0.9985
Nurunnabi,0,0,3,0.9975
Nurunnabi,0,0,6,0.9952
Nurunnabi,0,0,12,0.9891
Nurunnabi,0,0,24,0.9747
Nurunnabi,0,0,40,0.8901
Nurunnabi,0,10,0,0.9496
Nurunnabi,0,10,1,0.9436
Nurunnabi,0,10,2,0.9413
Nurunnabi,0,10,3,0.9297
Nurunnabi,0,10,6,0.9053
Nurunnabi,0,10,12,0.8807
Nurunnabi,0,10,24,0.8067
Nurunnabi,0,10,40,0.6739
Nurunnabi,0,20,0,0.8449
Nurunnabi,0,20,1,0.8239
Nurunnabi,0,20,2,0.8246
Nurunnabi,0,20,3,0.8289
Nurunnabi,0,20,6,0.7922
Nurunnabi,0,20,12,0.7353
Nurunnabi,0,20,24,0.6764
Nurunnabi,0,20,40,0.5892
Nurunnabi,0,30,0,0.7513
Nurunnabi,0,30,1,0.7452
Nurunnabi,0,30,2,0.7315
Nurunnabi,0,30,3,0.7232
Nurunnabi,0,30,6,0.7077
Nurunnabi,0,30,12,0.6704
Nurunnabi,0,30,24,0.6042
Nurunnabi,0,30,40,0.5346
Nurunnabi,0,40,0,0.6797
Nurunnabi,0,40,1,0.6743
Nurunnabi,0,40,2,0.6767
Nurunnabi,0,40,3,0.6638
Nurunnabi,0,40,6,0.6296
Nurunnabi,0,40,12,0.6284
Nurunnabi,0,40,24,0.5786
Nurunnabi,0,40,40,0.5021
Nurunnabi,0,50,0,0.6174
Nurunnabi,0,50,1,0.6211
Nurunnabi,0,50,2,0.6127
Nurunnabi,0,50,3,0.6054
Nurunnabi,0,50,6,0.586
Nurunnabi,0,50,12,0.5835
Nurunnabi,0,50,24,0.5465
Nurunnabi,0,50,40,0.4937
Nurunnabi,0,60,0,0.5713
Nurunnabi,0,60,1,0.5719
Nurunnabi,0,60,2,0.5727
Nurunnabi,0,60,3,0.5726
Nurunnabi,0,60,6,0.551
Nurunnabi,0,60,12,0.5453
Nurunnabi,0,60,24,0.5139
Nurunnabi,0,60,40,0.4738
Nurunnabi,0,70,0,0.5336
Nurunnabi,0,70,1,0.5231
Nurunnabi,0,70,2,0.5238
Nurunnabi,0,70,3,0.5317
Nurunnabi,0,70,6,0.5202
Nurunnabi,0,70,12,0.5094
Nurunnabi,0,70,24,0.4893
Nurunnabi,0,70,40,0.4575
Nurunnabi,1,0,0,0.9968
Nurunnabi,1,0,1,0.9968
Nurunnabi,1,0,2,0.9967
Nurunnabi,1,0,3,0.9961
Nurunnabi,1,0,6,0.9944
Nurunnabi,1,0,12,0.9893
Nurunnabi,1,0,24,0.9752
Nurunnabi,1,0,40,0.895
Nurunnabi,1,10,0,0.9383
Nurunnabi,1,10,1,0.9415
Nurunnabi,1,10,2,0.9323
Nurunnabi,1,10,3,0.9176
Nurunnabi,1,10,6,0.9116
Nurunnabi,1,10,12,0.873
Nurunnabi,1,10,24,0.7924
Nurunnabi,1,10,40,0.685
Nurunnabi,1,20,0,0.8172
Nurunnabi,1,20,1,0.8441
Nurunnabi,1,20,2,0.8348
Nurunnabi,1,20,3,0.8342
Nurunnabi,1,20,6,0.8025
Nurunnabi,1,20,12,0.7452
Nurunnabi,1,20,24,0.6732
Nurunnabi,1,20,40,0.5831
Nurunnabi,1,30,0,0.7322
Nurunnabi,1,30,1,0.7321
Nurunnabi,1,30,2,0.7437
Nurunnabi,1,30,3,0.7396
Nurunnabi,1,30,6,0.7094
Nurunnabi,1,30,12,0.6682
Nurunnabi,1,30,24,0.6032
Nurunnabi,1,30,40,0.5504
Nurunnabi,1,40,0,0.6691
Nurunnabi,1,40,1,0.6731
Nurunnabi,1,40,2,0.6707
Nurunnabi,1,40,3,0.6629
Nurunnabi,1,40,6,0.633
Nurunnabi,1,40,12,0.6018
Nurunnabi,1,40,24,0.5534
Nurunnabi,1,40,40,0.5083
Nurunnabi,1,50,0,0.6116
Nurunnabi,1,50,1,0.6275
Nurunnabi,1,50,2,0.622
Nurunnabi,1,50,3,0.588
Nurunnabi,1,50,6,0.5928
Nurunnabi,1,50,12,0.5626
Nurunnabi,1,50,24,0.5342
Nurunnabi,1,50,40,0.4829
Nurunnabi,1,60,0,0.5641
Nurunnabi,1,60,1,0.5657
Nurunnabi,1,60,2,0.5568
Nurunnabi,1,60,3,0.5688
Nurunnabi,1,60,6,0.555
Nurunnabi,1,60,12,0.5318
Nurunnabi,1,60,24,0.515
Nurunnabi,1,60,40,0.4597
Nurunnabi,1,70,0,0.5142
Nurunnabi,1,70,1,0.5164
Nurunnabi,1,70,2,0.5204
Nurunnabi,1,70,3,0.5274
Nurunnabi,1,70,6,0.514
Nurunnabi,1,70,12,0.5086
Nurunnabi,1,70,24,0.4877
Nurunnabi,1,70,40,0.4528
Nurunnabi,2,0,0,0.9938
Nurunnabi,2,0,1,0.9938
Nurunnabi,2,0,2,0.9939
Nurunnabi,2,0,3,0.9932
Nurunnabi,2,0,6,0.992
Nurunnabi,2,0,12,0.9871
Nurunnabi,2,0,24,0.9755
Nurunnabi,2,0,40,0.9004
Nurunnabi,2,10,0,0.9367
Nurunnabi,2,10,1,0.9371
Nurunnabi,2,10,2,0.9373
Nurunnabi,2,10,3,0.91
Nurunnabi,2,10,6,0.9236
Nurunnabi,2,10,12,0.8777
Nurunnabi,2,10,24,0.809
Nurunnabi,2,10,40,0.6864
Nurunnabi,2,20,0,0.8129
Nurunnabi,2,20,1,0.8309
Nurunnabi,2,20,2,0.8273
Nurunnabi,2,20,3,0.8245
Nurunnabi,2,20,6,0.7972
Nurunnabi,2,20,12,0.7637
Nurunnabi,2,20,24,0.6659
Nurunnabi,2,20,40,0.6044
Nurunnabi,2,30,0,0.7433
Nurunnabi,2,30,1,0.7468
Nurunnabi,2,30,2,0.7427
Nurunnabi,2,30,3,0.7371
Nurunnabi,2,30,6,0.7097
Nurunnabi,2,30,12,0.6772
Nurunnabi,2,30,24,0.613
Nurunnabi,2,30,40,0.5387
Nurunnabi,2,40,0,0.6789
Nurunnabi,2,40,1,0.6659
Nurunnabi,2,40,2,0.6662
Nurunnabi,2,40,3,0.6557
Nurunnabi,2,40,6,0.6439
Nurunnabi,2,40,12,0.6128
Nurunnabi,2,40,24,0.5658
Nurunnabi,2,40,40,0.5103
Nurunnabi,2,50,0,0.6048
Nurunnabi,2,50,1,0.6037
Nurunnabi,2,50,2,0.6146
Nurunnabi,2,50,3,0.6043
Nurunnabi,2,50,6,0.5894
Nurunnabi,2,50,12,0.5682
Nurunnabi,2,50,24,0.5319
Nurunnabi,2,50,40,0.4856
Nurunnabi,2,60,0,0.5604
Nurunnabi,2,60,1,0.5733
Nurunnabi,2,60,2,0.5543
Nurunnabi,2,60,3,0.5532
Nurunnabi,2,60,6,0.5489
Nurunnabi,2,60,12,0.541
Nurunnabi,2,60,24,0.4999
Nurunnabi,2,60,40,0.4618
Nurunnabi,2,70,0,0.5093
Nurunnabi,2,70,1,0.5128
Nurunnabi,2,70,2,0.5266
Nurunnabi,2,70,3,0.5157
Nurunnabi,2,70,6,0.5133
Nurunnabi,2,70,12,0.5018
Nurunnabi,2,70,24,0.4838
Nurunnabi,2,70,40,0.4556
Nurunnabi,5,0,0,0.9849
Nurunnabi,5,0,1,0.9841
Nurunnabi,5,0,2,0.9838
Nurunnabi,5,0,3,0.984
Nurunnabi,5,0,6,0.983
Nurunnabi,5,0,12,0.9795
Nurunnabi,5,0,24,0.9684
Nurunnabi,5,0,40,0.9245
Nurunnabi,5,10,0,0.9072
Nurunnabi,5,10,1,0.9173
Nurunnabi,5,10,2,0.9215
Nurunnabi,5,10,3,0.919
Nurunnabi,5,10,6,0.9067
Nurunnabi,5,10,12,0.8884
Nurunnabi,5,10,24,0.8037
Nurunnabi,5,10,40,0.6934
Nurunnabi,5,20,0,0.8344
Nurunnabi,5,20,1,0.8202
Nurunnabi,5,20,2,0.8238
Nurunnabi,5,20,3,0.8099
Nurunnabi,5,20,6,0.8033
Nurunnabi,5,20,12,0.7608
Nurunnabi,5,20,24,0.6806
Nurunnabi,5,20,40,0.5924
Nurunnabi,5,30,0,0.7051
Nurunnabi,5,30,1,0.7013
Nurunnabi,5,30,2,0.7401
Nurunnabi,5,30,3,0.7274
Nurunnabi,5,30,6,0.7066
Nurunnabi,5,30,12,0.6718
Nurunnabi,5,30,24,0.6162
Nurunnabi,5,30,40,0.5348
Nurunnabi,5,40,0,0.6528
Nurunnabi,5,40,1,0.6427
Nurunnabi,5,40,2,0.648
Nurunnabi,5,40,3,0.6495
Nurunnabi,5,40,6,0.6315
Nurunnabi,5,40,12,0.6142
Nurunnabi,5,40,24,0.5617
Nurunnabi,5,40,40,0.5043
Nurunnabi,5,50,0,0.5888
Nurunnabi,5,50,1,0.5954
Nurunnabi,5,50,2,0.5912
Nurunnabi,5,50,3,0.5898
Nurunnabi,5,50,6,0.5808
Nurunnabi,5,50,12,0.5567
Nurunnabi,5,50,24,0.5149
Nurunnabi,5,50,40,0.4801
Nurunnabi,5,60,0,0.5341
Nurunnabi,5,60,1,0.5387
Nurunnabi,5,60,2,0.5419
Nurunnabi,5,60,3,0.5365
Nurunnabi,5,60,6,0.5291
Nurunnabi,5,60,12,0.5256
Nurunnabi,5,60,24,0.5084
Nurunnabi,5,60,40,0.4644
Nurunnabi,5,70,0,0.4906
Nurunnabi,5,70,1,0.4848
Nurunnabi,5,70,2,0.4937
Nurunnabi,5,70,3,0.4872
Nurunnabi,5,70,6,0.501
Nurunnabi,5,70,12,0.498
Nurunnabi,5,70,24,0.4717
Nurunnabi,5,70,40,0.4483
Nurunnabi,10,0,0,0.9665
Nurunnabi,10,0,1,0.965
Nurunnabi,10,0,2,0.9665
Nurunnabi,10,0,3,0.968
Nurunnabi,10,0,6,0.9663
Nurunnabi,10,0,12,0.961
Nurunnabi,10,0,24,0.9536
Nurunnabi,10,0,40,0.9206
Nurunnabi,10,10,0,0.8927
Nurunnabi,10,10,1,0.8976
Nurunnabi,10,10,2,0.9007
Nurunnabi,10,10,3,0.8919
Nurunnabi,10,10,6,0.8975
Nurunnabi,10,10,12,0.8748
Nurunnabi,10,10,24,0.8152
Nurunnabi,10,10,40,0.739
Nurunnabi,10,20,0,0.7923
Nurunnabi,10,20,1,0.7932
Nurunnabi,10,20,2,0.7936
Nurunnabi,10,20,3,0.7906
Nurunnabi,10,20,6,0.7837
Nurunnabi,10,20,12,0.7649
Nurunnabi,10,20,24,0.6901
Nurunnabi,10,20,40,0.6099
Nurunnabi,10,30,0,0.689
Nurunnabi,10,30,1,0.6896
Nurunnabi,10,30,2,0.6877
Nurunnabi,10,30,3,0.6848
Nurunnabi,10,30,6,0.6716
Nurunnabi,10,30,12,0.6561
Nurunnabi,10,30,24,0.6164
Nurunnabi,10,30,40,0.5514
Nurunnabi,10,40,0,0.6156
Nurunnabi,10,40,1,0.6112
Nurunnabi,10,40,2,0.6128
Nurunnabi,10,40,3,0.6137
Nurunnabi,10,40,6,0.6039
Nurunnabi,10,40,12,0.6016
Nurunnabi,10,40,24,0.5513
Nurunnabi,10,40,40,0.4953
Nurunnabi,10,50,0,0.5538
Nurunnabi,10,50,1,0.5462
Nurunnabi,10,50,2,0.5506
Nurunnabi,10,50,3,0.5451
Nurunnabi,10,50,6,0.5452
Nurunnabi,10,50,12,0.5366
Nurunnabi,10,50,24,0.513
Nurunnabi,10,50,40,0.4812
Nurunnabi,10,60,0,0.5005
Nurunnabi,10,60,1,0.4989
Nurunnabi,10,60,2,0.4997
Nurunnabi,10,60,3,0.4923
Nurunnabi,10,60,6,0.5036
Nurunnabi,10,60,12,0.4941
Nurunnabi,10,60,24,0.4802
Nurunnabi,10,60,40,0.453
Nurunnabi,10,70,0,0.4557
Nurunnabi,10,70,1,0.4575
Nurunnabi,10,70,2,0.4679
Nurunnabi,10,70,3,0.4555
Nurunnabi,10,70,6,0.4593
Nurunnabi,10,70,12,0.4551
Nurunnabi,10,70,24,0.4394
Nurunnabi,10,70,40,0.4271
Guo,0,0,0,1.0
Guo,0,0,1,0.9992
Guo,0,0,2,0.9986
Guo,0,0,3,0.9978
Guo,0,0,6,0.9957
Guo,0,0,12,0.99
Guo,0,0,24,0.9617
Guo,0,0,40,0.9023
Guo,0,10,0,0.4725
Guo,0,10,1,0.4298
Guo,0,10,2,0.4631
Guo,0,10,3,0.4357
Guo,0,10,6,0.3252
Guo,0,10,12,0.251
Guo,0,10,24,0.1728
Guo,0,10,40,0.1513
Guo,0,20,0,0.1732
Guo,0,20,1,0.1544
Guo,0,20,2,0.1407
Guo,0,20,3,0.1486
Guo,0,20,6,0.1138
Guo,0,20,12,0.0676
Guo,0,20,24,0.063
Guo,0,20,40,0.0691
Guo,0,30,0,0.0724
Guo,0,30,1,0.0771
Guo,0,30,2,0.078
Guo,0,30,3,0.0668
Guo,0,30,6,0.0576
Guo,0,30,12,0.0425
Guo,0,30,24,0.0312
Guo,0,30,40,0.0375
Guo,0,40,0,0.0333
Guo,0,40,1,0.037
Guo,0,40,2,0.0303
Guo,0,40,3,0.0339
Guo,0,40,6,0.0206
Guo,0,40,12,0.0208
Guo,0,40,24,0.0276
Guo,0,40,40,0.036
Guo,0,50,0,0.0214
Guo,0,50,1,0.0168
Guo,0,50,2,0.0157
Guo,0,50,3,0.0168
Guo,0,50,6,0.0171
Guo,0,50,12,0.0148
Guo,0,50,24,0.0193
Guo,0,50,40,0.039
Guo,0,60,0,0.0171
Guo,0,60,1,0.0129
Guo,0,60,2,0.0151
Guo,0,60,3,0.0166
Guo,0,60,6,0.0193
Guo,0,60,12,0.0203
Guo,0,60,24,0.0267
Guo,0,60,40,0.0376
Guo,0,70,0,0.0232
Guo,0,70,1,0.0206
Guo,0,70,2,0.0198
Guo,0,70,3,0.0212
Guo,0,70,6,0.0264
Guo,0,70,12,0.0308
Guo,0,70,24,0.0361
Guo,0,70,40,0.0464
Guo,1,0,0,0.9971
Guo,1,0,1,0.9971
Guo,1,0,2,0.9969
Guo,1,0,3,0.9965
Guo,1,0,6,0.9944
Guo,1,0,12,0.9889
Guo,1,0,24,0.961
Guo,1,0,40,0.9061
Guo,1,10,0,0.4926
Guo,1,10,1,0.4604
Guo,1,10,2,0.3913
Guo,1,10,3,0.3867
Guo,1,10,6,0.3246
Guo,1,10,12,0.2681
Guo,1,10,24,0.1803
Guo,1,10,40,0.1672
Guo,1,20,0,0.1635
