Filename,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
05571583_2020023_Feet_L_S_0,0.8008561453583992,0.8448039863229284,0.8245530131475792,0.8710086912094561,0.7756582090478152,0.7898363530180702,0.7773208075377535,0.8661627846473067,0.8872156875052605,0.6330888595161712,0.6317314616374479,0.6936793692525355,0.7247611583494112,0.7819974008814052,0.8117392813115465,0.8044785779574976,0.7849958530829992,0.7840375348681453
05571583_2020023_Feet_L_S_1,0.813012208969247,0.7737238300362133,0.7650421329988751,0.8225281438519182,0.8536667606235253,0.7825933571999539,0.7968656608122872,0.8531516209540838,0.8723676313787644,0.6442282698993081,0.6944394244308117,0.7377004167434066,0.801374057836017,0.7758226980640629,0.8383048774813597,0.7409929787627475,0.859020965362319,0.8445071966098708
05571583_2020023_Feet_L_S_2,0.6272959386577944,0.752946340435913,0.6243241346166077,0.7216985785643861,0.6467517391563772,0.7790438752435157,0.7161374185911675,0.6103286530840757,0.5639713102346323,0.6217199408202232,0.5776299853587232,0.6118712068225672,0.6852597606431551,0.6719424511890613,0.5701673937364169,0.5251319425561939,0.8344761961612461,0.782000591378266
05571583_2020023_Feet_L_S_3,0.7535828748239835,0.8549425314709245,0.89217538180589,0.8759901120104456,0.8151691603713889,0.8261017925602886,0.8568682958267624,0.8948894120752617,0.874980519323889,0.6512047325603756,0.7413838991838491,0.7816867580984342,0.8860536735760787,0.8521906615455069,0.8076100683098002,0.7497170422670315,0.7878308408632163,0.675320290341588
05571583_2020023_Feet_R_S_0,0.7098935853314978,0.7181442055277494,0.7252791832867418,0.7128424813894368,0.7398179553286296,0.7503292951447257,0.7304321535723407,0.7779367609102574,0.7808491766590073,0.6557014562911563,0.668543537243736,0.6937947409071649,0.7930693467286086,0.8630841498714258,0.9005141638951233,0.8911101067177691,0.8443406683751002,0.7807797173655279
05571583_2020023_Feet_R_S_1,0.7330601243566474,0.6810463230801495,0.7535007840812702,0.7048045782922896,0.7448755322345774,0.7572619901577379,0.7350078916988271,0.8195172778357472,0.8623095640868602,0.7426254647214274,0.8757139029820141,0.8398251423070964,0.8459495150385443,0.9135634362657935,0.7894273306407978,0.7254607514087098,0.6755315563790627,0.6627948702917797
05571583_2020023_Feet_R_S_2,0.8758751654835983,0.8823043820739978,0.8979647106942207,0.905688418735466,0.9032855261100459,0.8802045042943308,0.8915343645081609,0.889713572861237,0.8900944592632463,0.7296710571843724,0.794053500521433,0.8865182987871396,0.9271960485994923,0.8885053617998908,0.8383325862836548,0.8123546653268805,0.7809317881675473,0.6988307423514296
05571583_2020023_Feet_R_S_3,0.7914938990019493,0.7088568756766633,0.613759320007961,0.7285360277875839,0.6987930135782829,0.7172471916259745,0.7342513071350688,0.6530839801144924,0.7980365891820647,0.6620465299830305,0.6720636948547719,0.7850914199211967,0.8749811434002959,0.8737191952870833,0.8956106845886362,0.6978885891334994,0.7914233964979605,0.6740102044032685
05723258_20200601_Feet_L_S_0,0.7597972297879918,0.815837055037661,0.8069120074894144,0.7878398863173115,0.836548119185025,0.8187399381499033,0.7670073311332849,0.8161067221482726,0.8062032044532889,0.7295767077671478,0.758698465766504,0.7720928754063071,0.7810853978832557,0.8434569765097191,0.7804042515992236,0.8137525008620601,0.6867888927344722,0.6209406111497486
05723258_20200601_Feet_L_S_1,0.8546094116256776,0.8214850131967446,0.8796179412517042,0.864445428020397,0.8668020412457976,0.8768578719166205,0.8523618361326867,0.749120584667568,0.7924262440771576,0.8114843432321334,0.8627910038097824,0.8760354500209829,0.9037689795099856,0.8823428454475984,0.8708483055834337,0.8347020913770566,0.7187490176494056,0.6533464421970566
05723258_20200601_Feet_L_S_2,0.8694632012542582,0.8718260811601548,0.8989553559741497,0.8963766532746146,0.9096642263113905,0.9038115757212406,0.8464992371048967,0.8461521504654695,0.8432227847520503,0.813418091553188,0.883561213580371,0.8953871030442336,0.9351797388742364,0.9214384438663868,0.8988663232080409,0.8052433744135574,0.7530315873145365,0.6803153459932049
05723258_20200601_Feet_L_S_3,0.8532350405253473,0.8745421658431369,0.9017554656350024,0.8768973700579096,0.9075314914897591,0.8857150884569049,0.8824360992062023,0.8267126155773257,0.875776759486594,0.8390117372343768,0.90379954262223,0.9015596197602415,0.8960501767377755,0.9116941142402601,0.8479185445075815,0.7740342712436622,0.7195781163432972,0.6588781910606124
05723258_20200601_Feet_R_S_0,0.8198355105219072,0.8861517900562758,0.8473648526235503,0.8665779075922413,0.8816028515006716,0.866394104928761,0.884809789420382,0.8953724125067085,0.8984917518812685,0.7185276866012501,0.7456631055936026,0.7955131768831795,0.8498021679350091,0.8613334189802542,0.8238400706505808,0.7385625643394359,0.6761033492123395,0.5709677048427386
05723258_20200601_Feet_R_S_1,0.9210304184042277,0.9140599799666046,0.8777177093349093,0.8463746557045665,0.9047958587552171,0.8153909389493591,0.8591813683317417,0.6986395564504371,0.718122176784029,0.7735574287183019,0.8293159524738513,0.8550899537296227,0.9446013764716545,0.9549647649492837,0.8350883003182122,0.7927667307781292,0.7043546005107314,0.6107428010873972
05723258_20200601_Feet_R_S_2,0.8718174191539109,0.8889377957302137,0.9035429237761919,0.9149261842541748,0.9488662031183946,0.9155879854753554,0.9200852684346046,0.8173373557468255,0.8900539871118741,0.7085111675597053,0.7535118827845326,0.7591662021849784,0.827826966347133,0.9167788007676647,0.8915267261208755,0.8961555537056167,0.8813048981434194,0.791476897415743
05723258_20200601_Feet_R_S_3,0.6672955829139562,0.7669338998997003,0.698150029883644,0.7038778294529809,0.7407825594170296,0.7745346671001975,0.7547009315263017,0.6986137154773685,0.7068030456216662,0.664714920800969,0.739066854371285,0.702180073273226,0.7860799698754762,0.8941888949660147,0.9021393153638573,0.7190564497434297,0.6412819156390935,0.5655572056320005
11156926_20200427_Feet_L_S_0,0.7268838024331484,0.6841562288531678,0.7766149780840026,0.7182300230096504,0.8169401554691961,0.7550088834496813,0.7827433132380096,0.8400866775034794,0.7963733601058341,0.5992922433956338,0.6358900397075243,0.6631297255695168,0.6695462957388606,0.6869166354722783,0.7216216322142891,0.8168622277649661,0.7648327141786209,0.8004529168868598
11156926_20200427_Feet_L_S_1,0.7780029928245951,0.7935295466390534,0.7545867007203064,0.7532476302634097,0.8605290247926398,0.7963059309355126,0.8543586565880108,0.7979407692645722,0.8972438342279295,0.7330727723768178,0.8024572328401433,0.8845150277880672,0.9089483710567864,0.8284477620289413,0.8388755798362233,0.7709262068283087,0.6410341151877825,0.6173136674944758
11156926_20200427_Feet_L_S_2,0.8583825445037486,0.8585906173766669,0.8617345104644013,0.8880191853255437,0.8424183097382729,0.9212545392939044,0.8969114573451694,0.9203235231525086,0.8957925478923193,0.742992266678217,0.8339363291631476,0.8353624638834457,0.8825710878895696,0.8785672929214092,0.8265230574262021,0.7765150352847446,0.6787994072725997,0.5994953125792508
