Filename,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
05571583_2020023_Feet_L_S_0,0.8108983505810005,0.8577185760090235,0.8279974497302108,0.9049333550477228,0.9046763775036221,0.9110948336378559,0.9086717743344129,0.9093866810862699,0.9116682040140925,0.663403865418769,0.7402190877721814,0.7403740860122633,0.7370414122636559,0.7541578075286994,0.9035290452112762,0.8481602062402473,0.8272673945998583,0.8034737787093316
05571583_2020023_Feet_L_S_1,0.8453522734584762,0.8717928964030106,0.8703458607884342,0.8672087160989245,0.8769968128560173,0.8881096844980646,0.8956487464689206,0.8985805519105925,0.9020968743512433,0.6777782956713936,0.7354680227758165,0.868574094229373,0.9017197189160601,0.9064930424109418,0.8973074933975581,0.8910735895560997,0.855616173720058,0.8114773043837914
05571583_2020023_Feet_L_S_2,0.8673604755521165,0.8693419807140499,0.8732664135963397,0.8734241537859581,0.9023835056839713,0.9017482217239381,0.9065380743673078,0.902839435593158,0.9114267722639209,0.7284182587717601,0.8157675740835818,0.9180156784848152,0.9140702200258409,0.8995444857462354,0.90249044550192,0.8621954335984167,0.8370066208359966,0.8154756762491111
05571583_2020023_Feet_L_S_3,0.8993448244324942,0.9006939008259696,0.903348759159402,0.9073212976788483,0.9086662734697992,0.922014024150298,0.9254299974667423,0.9364333369346426,0.9326120051891775,0.6890743984656571,0.7752039756905209,0.7918085854862592,0.9353417777275634,0.9185335289687139,0.9087070149055569,0.8967644667130042,0.8210124514726799,0.7930865765342557
05571583_2020023_Feet_R_S_0,0.811044335878252,0.8419879801200763,0.8599418395209505,0.8742705124734282,0.8772458133503859,0.8153921007964255,0.9213721209567387,0.8837387176201259,0.8799145643302669,0.7187861224555379,0.7939770245006472,0.8063721080986435,0.8490043721892413,0.8761066532815581,0.9288551614339068,0.8672568290987255,0.8489625620043623,0.8110354141131283
05571583_2020023_Feet_R_S_1,0.7893097772316771,0.7875650222075085,0.7942730686633745,0.8034338196462563,0.8089825556556908,0.8083814934778513,0.8142765682884331,0.8113448198768723,0.8910715053881365,0.8610371009640923,0.8511347768996123,0.852676145883816,0.8415145178611099,0.9234609800885951,0.827048417433293,0.7796647452687347,0.728989813477568,0.6523354262291491
05571583_2020023_Feet_R_S_2,0.8326777845336585,0.8744776754863027,0.8789393017992911,0.8794145391881523,0.8892836286542565,0.8732102726658969,0.9019779718789925,0.870624890409036,0.8738802296298352,0.8486222963529569,0.8184129554510461,0.8674089244447267,0.8644401678502643,0.8903386345448918,0.8050705757800739,0.7586347505498987,0.7199446067949407,0.6233821807435641
05571583_2020023_Feet_R_S_3,0.8221336852940779,0.8264054788114189,0.8405489166131122,0.8444339570718447,0.8473367106147359,0.8723918957634141,0.8618861067188439,0.8679617815928627,0.8660047084283234,0.7199100502916375,0.7630471015924772,0.9185671616217594,0.9176775370292034,0.922198711174363,0.8424317327225825,0.780221203034277,0.7043997554898558,0.6596518425434893
05723258_20200601_Feet_L_S_0,0.918907848716997,0.919163912178547,0.9354167329262276,0.8788972472137093,0.8803375787916659,0.879886086843921,0.9404592875047462,0.9443230949236181,0.9437574197988821,0.7639307987684392,0.7991121984643819,0.9161256879229672,0.91531082324032,0.8562261348624274,0.7986076463227093,0.7421328589075289,0.6915354492765621,0.6150879586779315
05723258_20200601_Feet_L_S_1,0.9434361379711551,0.946874229865256,0.9450100449945958,0.9454324337775771,0.8913213082564485,0.8972892567370266,0.8879106576050405,0.8928155432219954,0.8833150409554701,0.8151079145136542,0.9463006011337775,0.9437486172723014,0.8939664656832408,0.8882059753755679,0.8367418670379038,0.7850567686289557,0.715948450758052,0.6655146340149458
05723258_20200601_Feet_L_S_2,0.9536612079091539,0.9562288116968305,0.9598997973694396,0.9581241399073048,0.9656928174814556,0.9617263845803544,0.9450966047003344,0.9418779103286486,0.9407914071008915,0.849451499041245,0.9667665319985981,0.9699740992136325,0.9288752401886127,0.9129163468017406,0.8629916653867719,0.8151320566550408,0.7541775324500263,0.6938774661219119
05723258_20200601_Feet_L_S_3,0.9104346176276866,0.9131774175761999,0.9324219523436572,0.9299355153933516,0.9326762719803401,0.9283838744015208,0.926649469835256,0.9285386330741672,0.9334016413002442,0.8593466543544391,0.9314570790301885,0.9300695473160515,0.8849708832051776,0.8832648052694198,0.8488064612995677,0.7601362690986307,0.7258242153708683,0.6630917594117215
05723258_20200601_Feet_R_S_0,0.8240623590309102,0.8314064432337689,0.8477361092602742,0.8734830309049686,0.8752654596301128,0.9475737427949119,0.9625515539516417,0.9712048226807833,0.9736417002448091,0.782247590961128,0.755678961967181,0.829919801684672,0.8265620357669092,0.8297402145895391,0.8166562577051548,0.7604824834966615,0.6881849000053811,0.5982426689854486
05723258_20200601_Feet_R_S_1,0.9142255508500112,0.9249681546544117,0.9282955731846649,0.8821082592617129,0.8746444031772902,0.8720763915155557,0.8656148331541861,0.8558238781576549,0.8557717589877589,0.7938422485862959,0.8527649382469114,0.8708460804229137,0.8735690792129813,0.8607446711510494,0.8352760203841052,0.7758679822217538,0.7104690725921062,0.6060084403737361
05723258_20200601_Feet_R_S_2,0.8555557902937235,0.8618630486219997,0.87150124722964,0.8797350168150708,0.908176002744538,0.9195480055747104,0.9259287844364597,0.9327991413842956,0.9303907496015699,0.741297765491534,0.7702830811184227,0.8065865031802183,0.8315604239714508,0.8882468281823378,0.9382331532414562,0.9118950204341983,0.8650299423650829,0.8310663052656934
05723258_20200601_Feet_R_S_3,0.890442419026969,0.893803145153067,0.8956277753570319,0.9114881169814915,0.8915629992102293,0.8855348336473001,0.8854682598399707,0.8718833332757471,0.7901170675624569,0.7418898076019137,0.7922956164433873,0.7948127655014792,0.8755066896742982,0.8663209900867559,0.8218305632475629,0.7243991904953563,0.6426766363739609,0.5668550520664722
11156926_20200427_Feet_L_S_0,0.7647450406571165,0.7694305067404048,0.8538642417665554,0.8505340250041626,0.8531768518358106,0.8627199859120046,0.869000965200125,0.8722347487377886,0.872471658355746,0.6096278335893915,0.6556543539421156,0.6709321950199336,0.668985127400948,0.6751750501876648,0.9029354592371127,0.9030121919383918,0.86089441254605,0.8491709782675948
11156926_20200427_Feet_L_S_1,0.8669279811054252,0.8609946940090291,0.8675062729918137,0.866967026558206,0.8636998618339246,0.8733356021395646,0.901538512945705,0.9026986894655734,0.9354599745856937,0.8016460821943859,0.8267915796817024,0.9514331385430944,0.9120231180373238,0.8619259640094565,0.814212766643863,0.755157529728514,0.688475520448623,0.595374297255119
11156926_20200427_Feet_L_S_2,0.8966045893398543,0.9043270459391394,0.9085104931414061,0.9198608245839796,0.9252137187091837,0.9415712022889103,0.9489246497091601,0.9530937831944305,0.9546926935184753,0.746125649481536,0.8395650644961541,0.9428993600183843,0.9001803954197978,0.8776756786022103,0.8085901050884362,0.7488704739270665,0.6767720055055083,0.5954956934519677
11156926_20200427_Feet_L_S_3,0.8677508138649568,0.8609533739482301,0.891418233480158,0.9001453217517464,0.8987551152042775,0.9009717701701758,0.8997823423344076,0.9058606273614451,0.9056220884364309,0.7104162328138828,0.740500961808845,0.7239523787223795,0.9205812912917619,0.9065922465667103,0.8676234361418343,0.8354372382167945,0.7727345843066682,0.6836906676178783
11156926_20200427_Feet_R_S_0,0.8856749253191951,0.9387731117043202,0.9466972607421973,0.955385502733862,0.9661784876359012,0.9468141122880991,0.9062791538561423,0.9166580054919676,0.6005664961951674,0.9316562116862164,0.9350054266082499,0.8777662067060521,0.8122345243377357,0.7764771409355925,0.6506645627940357,0.6053468051154475,0.5223590276320087,0.4804982766393133
11156926_20200427_Feet_R_S_1,0.8900816873226111,0.8843960383795655,0.8947146882682063,0.9350996388720666,0.8871065738505656,0.8559367592961582,0.8189087710365619,0.807026591789194,0.6774515439265262,0.848664723733321,0.8767270778473188,0.8725109768479238,0.8037310930734988,0.7504697687354289,0.6635976410675843,0.6000627319072496,0.545455180609962,0.49113104306729805
11156926_20200427_Feet_R_S_2,0.895770589616818,0.8821776124489736,0.886558217014825,0.8769951412488033,0.873015803057369,0.8622487466445127,0.8054156598225898,0.8004341389737087,0.7967028470736236,0.8609050488246682,0.8760578316754165,0.8609880154650345,0.8165365277771335,0.7530433833589416,0.6608950463499453,0.6202504269424792,0.540332050879232,0.4968051828646776
11156926_20200427_Feet_R_S_3,0.8252928058332708,0.8230872302700589,0.8367419582559029,0.8443123938565064,0.8585021202515886,0.8581498462030128,0.8578092769050248,0.8603589174543512,0.8601479658314303,0.8524574399100621,0.8583302097858139,0.8676717108705794,0.862344137937003,0.863941791608399,0.8431696680824916,0.8006718457060558,0.7047468171116755,0.6466977089565499
12405045_2020023_Feet_L_S_0,0.9067995721305978,0.9089525307992378,0.9076769150793014,0.916156579169612,0.9129641061345399,0.9199526469982768,0.9206794310838401,0.9286160021916641,0.9195238708096105,0.7714413293660294,0.7630902566876575,0.8363977358292286,0.8245467088067802,0.7166152646469219,0.6574566561506103,0.5976265092104571,0.517862769793088,0.4074849307569738
12405045_2020023_Feet_L_S_1,0.9236645712072592,0.9274858510911784,0.921539166575657,0.9214105321379767,0.9239258767607699,0.9274386709425712,0.9341605376777188,0.9304991434859569,0.927110119449828,0.8540886000835711,0.8487616750386688,0.898237202393686,0.8385590128026102,0.8181333053100434,0.7556888375424676,0.6931360048946239,0.6322628035375994,0.5217252651778299
