Method,Noise_pct,Outlier_pct,q,J_mean,J_std,Time_s
3C-FBI-v2,2,50,1,0.9764,0.0089,1.3291
3C-FBI-v2,2,50,2,0.2005,0.0035,0.22082
3C-FBI-v2,2,50,3,0.258,0.1411,0.086678
3C-FBI-v2,2,50,6,0.149,0.1249,0.013057
3C-FBI-v2,2,50,12,0.0142,0.0399,0.006639
3C-FBI-v2,2,50,24,0.0,0.0,0.006472
3C-FBI-v2,2,50,40,0.0,0.0,0.00639
3C-FBI-v2,2,60,0,0.9809,0.0088,1.376823
3C-FBI-v2,2,60,1,0.9707,0.0223,1.333911
3C-FBI-v2,2,60,2,0.2006,0.0052,0.209996
3C-FBI-v2,2,60,3,0.2619,0.1397,0.080482
3C-FBI-v2,2,60,6,0.14,0.1185,0.011831
3C-FBI-v2,2,60,12,0.0112,0.0437,0.006159
3C-FBI-v2,2,60,24,0.0,0.0,0.006213
3C-FBI-v2,2,60,40,0.0,0.0,0.006235
3C-FBI-v2,2,70,0,0.9352,0.1051,1.316188
3C-FBI-v2,2,70,1,0.9135,0.116,1.331253
3C-FBI-v2,2,70,2,0.2049,0.0211,0.212474
3C-FBI-v2,2,70,3,0.2386,0.1364,0.083051
3C-FBI-v2,2,70,6,0.1496,0.1374,0.012118
3C-FBI-v2,2,70,12,0.0111,0.0446,0.006213
3C-FBI-v2,2,70,24,0.0,0.0,0.0062
3C-FBI-v2,2,70,40,0.0,0.0,0.006177
3C-FBI-v2,5,0,0,0.9585,0.0196,1.286252
3C-FBI-v2,5,0,1,0.9507,0.0206,1.269864
3C-FBI-v2,5,0,2,0.2017,0.0092,0.200278
3C-FBI-v2,5,0,3,0.2046,0.129,0.070597
3C-FBI-v2,5,0,6,0.1771,0.1749,0.011415
3C-FBI-v2,5,0,12,0.0183,0.0429,0.0065
3C-FBI-v2,5,0,24,0.0,0.0,0.006174
3C-FBI-v2,5,0,40,0.0,0.0,0.006159
3C-FBI-v2,5,10,0,0.9541,0.0208,1.342867
3C-FBI-v2,5,10,1,0.9528,0.0186,1.320476
3C-FBI-v2,5,10,2,0.2012,0.0086,0.203186
3C-FBI-v2,5,10,3,0.2166,0.0928,0.074103
3C-FBI-v2,5,10,6,0.1521,0.1555,0.010326
3C-FBI-v2,5,10,12,0.0282,0.0715,0.006364
3C-FBI-v2,5,10,24,0.0,0.0,0.006191
3C-FBI-v2,5,10,40,0.0,0.0,0.006096
3C-FBI-v2,5,20,0,0.9528,0.0236,1.315505
3C-FBI-v2,5,20,1,0.9503,0.0198,1.306518
3C-FBI-v2,5,20,2,0.2013,0.0079,0.215157
3C-FBI-v2,5,20,3,0.2202,0.0814,0.078216
3C-FBI-v2,5,20,6,0.1103,0.1213,0.011181
3C-FBI-v2,5,20,12,0.0161,0.0521,0.006714
3C-FBI-v2,5,20,24,0.0,0.0,0.006652
3C-FBI-v2,5,20,40,0.0,0.0,0.006272
3C-FBI-v2,5,30,0,0.9496,0.0202,1.351937
3C-FBI-v2,5,30,1,0.9469,0.0251,1.292744
3C-FBI-v2,5,30,2,0.2008,0.0107,0.210888
3C-FBI-v2,5,30,3,0.2146,0.0779,0.075156
3C-FBI-v2,5,30,6,0.1199,0.1243,0.009101
3C-FBI-v2,5,30,12,0.0078,0.0375,0.00614
3C-FBI-v2,5,30,24,0.0,0.0,0.006082
3C-FBI-v2,5,30,40,0.0,0.0,0.00616
3C-FBI-v2,5,40,0,0.9437,0.0225,1.280845
3C-FBI-v2,5,40,1,0.9413,0.0259,1.270493
3C-FBI-v2,5,40,2,0.2025,0.0106,0.209209
3C-FBI-v2,5,40,3,0.2301,0.0876,0.072408
3C-FBI-v2,5,40,6,0.1143,0.1343,0.008853
3C-FBI-v2,5,40,12,0.0024,0.0116,0.006279
3C-FBI-v2,5,40,24,0.0,0.0,0.006215
3C-FBI-v2,5,40,40,0.0,0.0,0.006156
3C-FBI-v2,5,50,0,0.9439,0.0277,1.285814
3C-FBI-v2,5,50,1,0.9303,0.0732,1.286903
3C-FBI-v2,5,50,2,0.2084,0.0421,0.212602
3C-FBI-v2,5,50,3,0.2196,0.0826,0.07183
3C-FBI-v2,5,50,6,0.0964,0.1106,0.008226
3C-FBI-v2,5,50,12,0.0033,0.0262,0.006279
3C-FBI-v2,5,50,24,0.0,0.0,0.00614
3C-FBI-v2,5,50,40,0.0,0.0,0.006105
3C-FBI-v2,5,60,0,0.8416,0.2192,1.27328
3C-FBI-v2,5,60,1,0.8588,0.2054,1.289695
3C-FBI-v2,5,60,2,0.2213,0.0746,0.23785
3C-FBI-v2,5,60,3,0.2253,0.0565,0.077472
3C-FBI-v2,5,60,6,0.0834,0.1248,0.008072
3C-FBI-v2,5,60,12,0.0008,0.0076,0.006525
3C-FBI-v2,5,60,24,0.0,0.0,0.006577
3C-FBI-v2,5,60,40,0.0,0.0,0.006501
3C-FBI-v2,5,70,0,0.5204,0.2961,1.300495
3C-FBI-v2,5,70,1,0.5795,0.3106,1.268969
3C-FBI-v2,5,70,2,0.2787,0.1309,0.211406
3C-FBI-v2,5,70,3,0.2206,0.0905,0.068583
3C-FBI-v2,5,70,6,0.0544,0.1004,0.006996
3C-FBI-v2,5,70,12,0.004,0.0289,0.006151
3C-FBI-v2,5,70,24,0.0,0.0,0.006977
3C-FBI-v2,5,70,40,0.0,0.0,0.006205
3C-FBI-v2,10,0,0,0.9026,0.0398,1.304327
3C-FBI-v2,10,0,1,0.8959,0.0448,1.308832
3C-FBI-v2,10,0,2,0.2014,0.0179,0.209714
3C-FBI-v2,10,0,3,0.2321,0.1375,0.077541
3C-FBI-v2,10,0,6,0.1501,0.124,0.013368
3C-FBI-v2,10,0,12,0.0084,0.0215,0.006358
3C-FBI-v2,10,0,24,0.0,0.0,0.006139
3C-FBI-v2,10,0,40,0.0,0.0,0.006366
3C-FBI-v2,10,10,0,0.8986,0.0412,1.285229
3C-FBI-v2,10,10,1,0.8983,0.0443,1.281107
3C-FBI-v2,10,10,2,0.2009,0.0215,0.207583
3C-FBI-v2,10,10,3,0.2376,0.1136,0.079064
3C-FBI-v2,10,10,6,0.1487,0.1396,0.011928
3C-FBI-v2,10,10,12,0.0159,0.0492,0.006537
3C-FBI-v2,10,10,24,0.0,0.0,0.006349
3C-FBI-v2,10,10,40,0.0,0.0,0.006365
3C-FBI-v2,10,20,0,0.8907,0.0469,1.294541
3C-FBI-v2,10,20,1,0.8958,0.0472,1.297548
3C-FBI-v2,10,20,2,0.2042,0.0201,0.207493
3C-FBI-v2,10,20,3,0.2188,0.0739,0.074246
3C-FBI-v2,10,20,6,0.1233,0.1066,0.010266
3C-FBI-v2,10,20,12,0.0063,0.029,0.006289
3C-FBI-v2,10,20,24,0.0,0.0,0.006241
3C-FBI-v2,10,20,40,0.0,0.0,0.006365
3C-FBI-v2,10,30,0,0.8881,0.0479,1.270967
3C-FBI-v2,10,30,1,0.8874,0.0607,1.293974
3C-FBI-v2,10,30,2,0.2061,0.0372,0.208061
3C-FBI-v2,10,30,3,0.2371,0.0929,0.069724
3C-FBI-v2,10,30,6,0.1422,0.1526,0.009531
3C-FBI-v2,10,30,12,0.0085,0.0269,0.006372
3C-FBI-v2,10,30,24,0.0,0.0,0.006314
3C-FBI-v2,10,30,40,0.0,0.0,0.006394
3C-FBI-v2,10,40,0,0.8705,0.0896,1.259576
3C-FBI-v2,10,40,1,0.8504,0.1426,1.274774
3C-FBI-v2,10,40,2,0.2128,0.0608,0.21029
3C-FBI-v2,10,40,3,0.2209,0.0844,0.06923
3C-FBI-v2,10,40,6,0.1262,0.1424,0.008742
3C-FBI-v2,10,40,12,0.0018,0.0101,0.006249
3C-FBI-v2,10,40,24,0.0,0.0,0.006268
3C-FBI-v2,10,40,40,0.0,0.0,0.006286
3C-FBI-v2,10,50,0,0.7959,0.1976,1.26199
3C-FBI-v2,10,50,1,0.7288,0.2327,1.273578
3C-FBI-v2,10,50,2,0.2347,0.1013,0.203126
3C-FBI-v2,10,50,3,0.2178,0.0689,0.064238
3C-FBI-v2,10,50,6,0.0826,0.1215,0.007546
3C-FBI-v2,10,50,12,0.0025,0.0125,0.006179
3C-FBI-v2,10,50,24,0.0,0.0,0.00604
3C-FBI-v2,10,50,40,0.0,0.0,0.005974
3C-FBI-v2,10,60,0,0.5723,0.2678,1.25853
3C-FBI-v2,10,60,1,0.5955,0.2932,1.266116
3C-FBI-v2,10,60,2,0.2807,0.1411,0.204351
3C-FBI-v2,10,60,3,0.2201,0.0676,0.059295
3C-FBI-v2,10,60,6,0.069,0.1179,0.006997
3C-FBI-v2,10,60,12,0.0012,0.0083,0.006033
3C-FBI-v2,10,60,24,0.0,0.0,0.005922
3C-FBI-v2,10,60,40,0.0,0.0,0.006028
3C-FBI-v2,10,70,0,0.3566,0.1919,1.334961
3C-FBI-v2,10,70,1,0.3449,0.1896,1.392707
3C-FBI-v2,10,70,2,0.2877,0.1326,0.231859
3C-FBI-v2,10,70,3,0.209,0.0699,0.055844
3C-FBI-v2,10,70,6,0.0629,0.1187,0.007451
3C-FBI-v2,10,70,12,0.0,0.0,0.00674
3C-FBI-v2,10,70,24,0.0,0.0,0.006694
3C-FBI-v2,10,70,40,0.0,0.0,0.006621
