case_idx,filename,config,mean_J,std_J,range_J,min_J,max_J
0,05571583_2020023_Feet_L_S_0,GL80,0.8985701690021008,0.003875798647002644,0.027684276050018886,0.8980164834811005,0.9257007595311194
1,05571583_2020023_Feet_L_S_1,GL80,0.903101864186427,0.00516403433310115,0.025549578575167153,0.8811367775095728,0.9066863560847399
2,05571583_2020023_Feet_L_S_2,GL80,0.9090522846207544,3.3306690738754696e-16,0.0,0.909052284620754,0.909052284620754
3,05571583_2020023_Feet_L_S_3,GL80,0.9263489493574686,0.0,0.0,0.9263489493574686,0.9263489493574686
4,05571583_2020023_Feet_R_S_0,GL80,0.8803135865233881,0.029601078615036126,0.15977990060218206,0.737868676797808,0.89764857739999
5,05571583_2020023_Feet_R_S_1,GL80,0.8452891170402439,0.03520573486990175,0.17274309763577855,0.7200019443296716,0.8927450419654501
6,05571583_2020023_Feet_R_S_2,GL80,0.8941234017138459,1.1102230246251565e-16,0.0,0.894123401713846,0.894123401713846
7,05571583_2020023_Feet_R_S_3,GL80,0.8763301395969728,0.03457069076925533,0.15571777783791974,0.7300342063541257,0.8857519841920455
8,05723258_20200601_Feet_L_S_0,GL80,0.9189196632601813,2.220446049250313e-16,0.0,0.918919663260181,0.918919663260181
9,05723258_20200601_Feet_L_S_1,GL80,0.9324937615479082,3.3306690738754696e-16,0.0,0.9324937615479085,0.9324937615479085
10,05723258_20200601_Feet_L_S_2,GL80,0.9348767787238423,0.011164724180643976,0.03901270354917208,0.9313656354044171,0.9703783389535892
11,05723258_20200601_Feet_L_S_3,GL80,0.9349446356167003,1.1102230246251565e-16,0.0,0.9349446356167002,0.9349446356167002
12,05723258_20200601_Feet_R_S_0,GL80,0.9168476965546252,0.001213676914632784,0.0051105017260604235,0.9120438249321284,0.9171543266581889
13,05723258_20200601_Feet_R_S_1,GL80,0.8904777777785174,0.008317949912690602,0.021800182763016873,0.883516867528464,0.9053170502914809
14,05723258_20200601_Feet_R_S_2,GL80,0.9330680874515568,0.008774264251730746,0.021716800949177162,0.9247912778050092,0.9465080787541864
15,05723258_20200601_Feet_R_S_3,GL80,0.9030374542813777,0.005305810233663247,0.012808346600243437,0.893046943933188,0.9058552905334314
16,11156926_20200427_Feet_L_S_0,GL80,0.8556616014815943,0.03247957797345831,0.09562704977615955,0.8053466660573444,0.9009737158335039
17,11156926_20200427_Feet_L_S_1,GL80,0.8919659844153256,0.0018519841353937735,0.0037523092166161787,0.8897896450696884,0.8935419542863046
18,11156926_20200427_Feet_L_S_2,GL80,0.9286060609219631,0.0018944247683452757,0.005829689232094926,0.9279064982141114,0.9337361874462063
19,11156926_20200427_Feet_L_S_3,GL80,0.8823846791113666,0.0017659483965089874,0.01754976951268883,0.8650624907300392,0.882612260242728
20,11156926_20200427_Feet_R_S_0,GL80,0.9330834985017057,0.01098727427862864,0.13651820541252613,0.8332590272892149,0.969777232701741
21,11156926_20200427_Feet_R_S_1,GL80,0.8474386951772126,0.04284818935138668,0.17826001299219107,0.734155097437727,0.9124151104299181
22,11156926_20200427_Feet_R_S_2,GL80,0.8454713412216528,0.0026063897687287306,0.00910746291048492,0.8371835499731114,0.8462910128835963
23,11156926_20200427_Feet_R_S_3,GL80,0.8480834598288631,0.013808292245384556,0.03594154908698288,0.8416139809932064,0.8775555300801893
24,12405045_2020023_Feet_L_S_0,GL80,0.9121452313442876,0.0021158214256701375,0.013927534617491077,0.8988628221752734,0.9127903567927644
25,12405045_2020023_Feet_L_S_1,GL80,0.9152186433091893,0.00027033759923616454,0.0008319064539438203,0.9144865656297185,0.9153184720836623
26,12405045_2020023_Feet_L_S_2,GL80,0.9122716672390853,0.0005569041838958855,0.0025552516408812176,0.9121439046570408,0.914699156297922
27,12405045_2020023_Feet_L_S_3,GL80,0.9004317504042301,2.220446049250313e-16,0.0,0.9004317504042303,0.9004317504042303
28,12405045_2020023_Feet_R_S_0,GL80,0.894728529046191,0.029212478381207323,0.1900685486417335,0.7318922051196326,0.9219607537613661
29,12405045_2020023_Feet_R_S_1,GL80,0.8949294017603598,0.0,0.0,0.8949294017603598,0.8949294017603598
30,12405045_2020023_Feet_R_S_2,GL80,0.9122121892558576,0.0249346967265029,0.12441117429970028,0.8178187485059967,0.942229922805697
31,12405045_2020023_Feet_R_S_3,GL80,0.8574109352700512,0.06211285857148103,0.24081582310921323,0.6738684351623512,0.9146842582715644
32,14923392_20200622_Feet_L_S_0,GL80,0.9084430166936702,2.220446049250313e-16,0.0,0.9084430166936704,0.9084430166936704
33,14923392_20200622_Feet_L_S_1,GL80,0.9375973783210074,0.024088707048848888,0.06805473113293947,0.8955247632666725,0.963579494399612
34,14923392_20200622_Feet_L_S_2,GL80,0.9107934974210152,0.00910464177768813,0.025426923320107542,0.8931171199963496,0.9185440433164571
35,14923392_20200622_Feet_L_S_3,GL80,0.8943251766259688,1.1102230246251565e-16,0.0,0.8943251766259687,0.8943251766259687
36,14923392_20200622_Feet_R_S_0,GL80,0.8987635459318557,0.0,0.0,0.8987635459318557,0.8987635459318557
37,14923392_20200622_Feet_R_S_1,GL80,0.8560894807199319,0.011647510315997128,0.043996175706335294,0.831007517265892,0.8750036929722272
38,14923392_20200622_Feet_R_S_2,GL80,0.9477177606624803,0.0016541617356281351,0.005780108883148616,0.9471975508629967,0.9529776597461453
39,14923392_20200622_Feet_R_S_3,GL80,0.8889779439155698,2.220446049250313e-16,0.0,0.8889779439155701,0.8889779439155701
40,23839779_20200420_Feet_L_S_0,GL80,0.9202915138395957,0.004621859634877192,0.03679617592841966,0.9052029191446919,0.9419990950731115
41,23839779_20200420_Feet_L_S_1,GL80,0.8920510985309048,0.0009316687842036237,0.009363623594212167,0.8919574622949623,0.9013210858891745
42,23839779_20200420_Feet_L_S_2,GL80,0.9844293429605335,2.220446049250313e-16,0.0,0.9844293429605333,0.9844293429605333
43,23839779_20200420_Feet_L_S_3,GL80,0.9388913779973872,0.030443250740690053,0.10718978789744016,0.8647630189026289,0.971952806800069
44,23839779_20200420_Feet_R_S_0,GL80,0.8254775035951727,0.014838475622483166,0.06275873510415331,0.7668544707219827,0.829613205826136
