case_idx,filename,config,mean_J,std_J,range_J,min_J,max_J
108,99999990_20200320_Feet_R_S_0,GL80,0.882018409171083,0.0,0.0,0.882018409171083,0.882018409171083
109,99999990_20200320_Feet_R_S_1,GL80,0.8895712538704272,0.0,0.0,0.8895712538704272,0.8895712538704272
110,99999990_20200320_Feet_R_S_2,GL80,0.9072862708012542,0.010144283387658626,0.021414599016116642,0.9000053071357744,0.9214199061518911
111,99999990_20200320_Feet_R_S_3,GL80,0.8726883862939602,0.023814327833880156,0.08156544383260933,0.8567759843550748,0.9383414281876842
112,99999991_20200319_Feet_L_S_0,GL80,0.8708658470673629,0.0,0.0,0.8708658470673629,0.8708658470673629
113,99999991_20200319_Feet_L_S_1,GL80,0.8554487442932113,1.1102230246251565e-16,0.0,0.8554487442932114,0.8554487442932114
114,99999991_20200319_Feet_L_S_2,GL80,0.9278454464305554,2.220446049250313e-16,0.0,0.9278454464305552,0.9278454464305552
115,99999991_20200319_Feet_L_S_3,GL80,0.9386379372091818,3.3306690738754696e-16,0.0,0.9386379372091821,0.9386379372091821
116,99999991_20200319_Feet_R_S_0,GL80,0.8406624890427448,0.0024950094131453563,0.025075788096387774,0.8158374588273212,0.840913246923709
117,99999991_20200319_Feet_R_S_1,GL80,0.8814401138708644,1.1102230246251565e-16,0.0,0.8814401138708643,0.8814401138708643
118,99999991_20200319_Feet_R_S_2,GL80,0.9183884149381663,2.220446049250313e-16,0.0,0.9183884149381665,0.9183884149381665
119,99999991_20200319_Feet_R_S_3,GL80,0.9225204302129574,3.3306690738754696e-16,0.0,0.9225204302129577,0.9225204302129577
120,99999992_20200319_Feet_L_S_0,GL80,0.9350671323334454,2.220446049250313e-16,0.0,0.9350671323334452,0.9350671323334452
121,99999992_20200319_Feet_L_S_1,GL80,0.9289991917723711,4.440892098500626e-16,0.0,0.9289991917723707,0.9289991917723707
122,99999992_20200319_Feet_L_S_2,GL80,0.914451727896647,2.220446049250313e-16,0.0,0.9144517278966467,0.9144517278966467
